0.000000000000000000e+00 6.975337755501921475e+07 4.831790404794972390e+07 3.124254523980039358e+07 1.913760585899182409e+07 1.542261083264018409e+07 1.049145570467393100e+07 9.183859762429056689e+06 6.986171975698907860e+06 5.197365614671445452e+06 3.768592360537960660e+06 2.637398946009598207e+06 1.599755615959797986e+06 8.945982113218210870e+05 4.525954060945258243e+05 2.142974783762689913e+05 8.756198832814092748e+04 2.862204295892054870e+04 6.826232005134162137e+03 1.444187596922143030e+03 2.664953266046235285e+02
2.275302716061013975e-01 5.522057839726169407e+07 3.808929749394125491e+07 2.486822529391168058e+07 1.422774813478567079e+07 1.144767961809899099e+07 7.737080915929824114e+06 6.335619531804906204e+06 4.880696221144980751e+06 3.752276024502562359e+06 2.895571784800291527e+06 2.017506225990922190e+06 1.251226235946881352e+06 7.017522743402617052e+05 3.610382191496930318e+05 1.643516236192575889e+05 6.625478949440218275e+04 2.219046414747729796e+04 5.399051180387884415e+03 1.246445489990225269e+03 2.648248298172779300e+02
6.003675711075795451e-01 3.789024284905042499e+07 2.591201650555147976e+07 1.707591063833387569e+07 9.075583230369977653e+06 7.325979503590147011e+06 4.755657813629102893e+06 3.420723431856950279e+06 2.507274792874058243e+06 1.822509458333095070e+06 1.314447881656897487e+06 9.085504364577396773e+05 5.927659742210324621e+05 3.457968660487429006e+05 1.820100181150618591e+05 8.742835515582573134e+04 3.723021655792295496e+04 1.271586736796899640e+04 3.240065949525031556e+03 7.593606587853093970e+02 1.595998251880172631e+02
1.396947435001874460e+00 1.895042117605425417e+07 1.270982500038778037e+07 8.457389833490157500e+06 4.271171275931826793e+06 3.411794370627515484e+06 1.976380357644332340e+06 1.268726915826387238e+06 8.880185734132755315e+05 5.914887606863375986e+05 4.152940281642162590e+05 2.979514759173027123e+05 2.152256300162734697e+05 1.404321803691874084e+05 8.276261117996518442e+04 4.164459966531249665e+04 1.818448640685475402e+04 6.374743472864268369e+03 1.663098132833730915e+03 4.115175627884892720e+02 9.537084429251210338e+01
2.731940636673689582e+00 8.135972929917522706e+06 5.316555181118973531e+06 3.540521313718151767e+06 1.786639600830769399e+06 1.337860526235481724e+06 6.815469037513075164e+05 4.191666362999195117e+05 2.488078969842327351e+05 1.536552579401546682e+05 1.027440941565218964e+05 6.916004220464763057e+04 4.513502016707561415e+04 3.101192114456531272e+04 2.000476831512924036e+04 1.167095426726547521e+04 5.867416494955508824e+03 2.316077770725632490e+03 6.785950961438608147e+02 1.802855182691304492e+02 4.397019722264756325e+01
7.711246776620614085e+00 1.502676022358218441e+06 9.428723783248895779e+05 6.222172891652298858e+05 3.283654518688674434e+05 2.181753454084583791e+05 1.041502546758273675e+05 6.013990306193397555e+04 2.999761145849165769e+04 1.709419928339944454e+04 9.582997365581077247e+03 5.322921688546768564e+03 2.782274946662406819e+03 1.475467519074276652e+03 7.421449666805665402e+02 3.499307676216589016e+02 1.485893900700386325e+02 5.448316941325914087e+01 1.619094261112528699e+01 4.474034467668442261e+00 1.185561739749690702e+00
1.976626147183417359e+01 2.631477686017358210e+05 1.616598070437578426e+05 1.060522981003631721e+05 5.798132415411516558e+04 3.651610748623783729e+04 1.784504572268412812e+04 9.958534969984872077e+03 4.831020494658087046e+03 2.642585478884342137e+03 1.430920346513556751e+03 7.576657847275333779e+02 3.677378218759166657e+02 1.845230539069572728e+02 8.556672643218288954e+01 3.686411675273262745e+01 1.402082754815845078e+01 4.351838983650671899e+00 1.105482122317474669e+00 2.378551427595374523e-01 4.713958260091880709e-02
5.061848824059322283e+01 4.240727638519411994e+04 2.581838300294045621e+04 1.688896496018331527e+04 9.393216581194619721e+03 5.802155112526861558e+03 2.891310763598338781e+03 1.589922452031829607e+03 7.769106804587444230e+02 4.192970242674599604e+02 2.283593792238198716e+02 1.201138929501932182e+02 5.883861901643490455e+01 2.973576690301667114e+01 1.403780945334630204e+01 6.362851372256764115e+00 2.640249984928907612e+00 9.470833068262581866e-01 2.786056573734443376e-01 6.351083425746889555e-02 1.163522542909240995e-02
8.126481385839382199e+01 1.668773795601777601e+04 1.014004902329405923e+04 6.636293349979844606e+03 3.698188897726920459e+03 2.281547219637335729e+03 1.139042306954975402e+03 6.260470795167278766e+02 3.069431397859988238e+02 1.650659847417177843e+02 9.010769020301350452e+01 4.748045150005710724e+01 2.335087143963626488e+01 1.189265743267847064e+01 5.690207669060975526e+00 2.647611291777983045e+00 1.151084871829850309e+00 4.459984678778147749e-01 1.452990747424445228e-01 3.673414688612423873e-02 7.767328331004184558e-03
1.000000015990808464e+02 1.108666260406798392e+04 6.732150952461936868e+03 4.407670078531870786e+03 2.457124478399538020e+03 1.515521461048901529e+03 7.568680164294054293e+02 4.159580464981318073e+02 2.041498721879153209e+02 1.096857388599735401e+02 5.991242431782794142e+01 3.157639075068595602e+01 1.554617597994733202e+01 7.929479256331095627e+00 3.805013863935056584e+00 1.780331458082879514e+00 7.817150109104478162e-01 3.081167307416349255e-01 1.030746175528669817e-01 2.744852727654050611e-02 6.402626511560698119e-03
