0.000000000000000000e+00 6.904875064217776060e+07 4.792652220492789894e+07 3.105472809226899967e+07 1.892949587053404748e+07 1.513424849734799936e+07 1.015388520419997349e+07 8.672972673173639923e+06 6.326395125563167036e+06 4.390033128716516308e+06 2.832176790075703990e+06 1.633432990362936631e+06 7.575312494438315043e+05 3.054238253098453279e+05 1.061508083312297531e+05 3.576609257818266633e+04 1.250129002871264856e+04 4.304369000914970457e+03 1.393092518686283483e+03 4.266163222454012498e+02 1.235802103173849247e+02
2.275302716061013975e-01 5.464612369976550341e+07 3.775626222683331370e+07 2.466556841172696650e+07 1.409959758657334559e+07 1.129541443379230984e+07 7.562877742856923491e+06 6.088925587705308571e+06 4.513898349985956214e+06 3.268863767267188523e+06 2.329436576944134198e+06 1.434333927410460776e+06 7.294314801232949831e+05 3.122355820195787819e+05 1.188362682703483442e+05 4.395417468786122481e+04 1.660186272008017113e+04 6.198570773487782390e+03 2.205328617550136187e+03 7.630427055182809681e+02 2.429112324978303263e+02
6.003675711075795451e-01 3.752067333740416169e+07 2.569344698443772271e+07 1.694035103577957675e+07 9.016076191675841808e+06 7.260537925162254833e+06 4.685529475218736567e+06 3.339303864424732979e+06 2.401133361291980837e+06 1.707912628365931101e+06 1.174312486427132739e+06 7.633751618858150905e+05 4.449828208584287204e+05 2.226853097780186799e+05 1.007337154448418878e+05 4.476918977927626111e+04 2.038616382426481141e+04 8.896586945561184621e+03 3.603117014831710094e+03 1.348940117753890718e+03 4.647148469736728202e+02
1.396947435001874460e+00 1.871746842814065143e+07 1.257099641531959362e+07 8.381539545251232572e+06 4.234702212377096526e+06 3.379258792588369455e+06 1.950665212630425347e+06 1.245404252334270393e+06 8.687619934948552400e+05 5.753346582341785543e+05 4.004107589113323484e+05 2.835790520337608759e+05 1.984942649070802727e+05 1.279004445149749226e+05 7.787565649606309307e+04 4.355814025545352342e+04 2.316528829473837322e+04 1.155915273313260877e+04 5.421108018888167862e+03 2.453255307910264492e+03 1.021920282121747277e+03
2.731940636673689582e+00 8.059741261766418815e+06 5.268451818947018124e+06 3.511128423019717913e+06 1.774296829630968859e+06 1.324808672270096373e+06 6.759389576876376523e+05 4.150287672752299695e+05 2.453705067099565931e+05 1.510457664962197014e+05 1.005159622440017993e+05 6.768613220227944839e+04 4.456578866461662255e+04 3.123148067509523025e+04 2.125477080797943563e+04 1.412123373196604371e+04 9.147897707187590640e+03 5.716813157983297060e+03 3.489667473159384826e+03 2.104140225938513595e+03 1.239384250506097942e+03
7.711246776620614085e+00 1.505220336784542305e+06 9.432850686652124859e+05 6.232726857200108934e+05 3.290009652212337824e+05 2.182699575857443560e+05 1.041625008500963595e+05 6.011072734336169378e+04 2.988814884128153790e+04 1.698445297613789080e+04 9.464216932574039674e+03 5.229202439042859623e+03 2.698577444549925076e+03 1.385294453678762693e+03 6.601798519395946414e+02 2.849900268149953604e+02 1.102812121936219256e+02 4.015812666381283691e+01 1.537177744086688236e+01 6.034228896643559992e+00 2.435018118778604190e+00
1.976626147183417359e+01 2.650577706725486787e+05 1.621582678562354413e+05 1.066294637241356686e+05 5.835781669085605972e+04 3.663826986945421959e+04 1.794788686918716849e+04 1.002229031256634880e+04 4.861099508540805800e+03 2.665568606810767506e+03 1.446847954190986229e+03 7.686471937651898543e+02 3.745707041481934993e+02 1.872592408430771798e+02 8.526567030482452481e+01 3.490993326457239476e+01 1.181851046492337787e+01 2.985921017152211920e+00 6.180390436483113037e-01 1.269420635054020474e-01 2.244532438542762645e-02
5.061848824059322283e+01 4.318808759112974803e+04 2.601394299460023103e+04 1.709284985329786286e+04 9.546024120539674186e+03 5.839830622457464415e+03 2.930889643287534909e+03 1.613499926763752910e+03 7.889571382481709634e+02 4.256387108275102946e+02 2.332620613712647923e+02 1.233452480491885126e+02 6.107999342724718161e+01 3.128649881679751488e+01 1.504930184250359382e+01 6.961446812921429306e+00 2.911885489581245157e+00 1.016998176175012869e+00 2.756688164966467069e-01 7.314742830922295325e-02 2.003415790679772060e-02
8.126481385839382199e+01 1.714780627164328689e+04 1.024771264006843194e+04 6.740390248150673870e+03 3.788133205886569158e+03 2.297454768400907597e+03 1.163232992245858895e+03 6.381483515459169666e+02 3.132873575877884491e+02 1.684188859868116310e+02 9.280075534265490944e+01 4.907390300612453871e+01 2.456781214496866639e+01 1.275564046967014775e+01 6.321447237152160170e+00 3.112937716384228448e+00 1.470075387418213531e+00 6.389840838984729432e-01 2.365282477087538859e-01 8.848707401428784758e-02 3.562159587172394892e-02
1.000000015990808464e+02 1.143767997143029788e+04 6.807677075386121032e+03 4.481802490936528557e+03 2.523571343251674989e+03 1.526030659457118418e+03 7.749124411939003494e+02 4.247357811396109355e+02 2.087818065283907742e+02 1.121547441794659932e+02 6.191019830970935800e+01 3.274160207733032024e+01 1.645442188788893745e+01 8.584294228316425190e+00 4.299572666577494928e+00 2.165064714103062560e+00 1.069058686651763956e+00 5.051789625828703167e-01 2.134182350494999159e-01 9.308225743133448360e-02 4.456538832914305054e-02
