0.000000000000000000e+00 6.894773139455920458e+07 4.779423700525917858e+07 3.095968314277797192e+07 1.880461584291406721e+07 1.505476984769339301e+07 1.017030147707665712e+07 8.731052802050489932e+06 6.500765244145943783e+06 4.681382229359916411e+06 3.308624874210020993e+06 2.242212177637004294e+06 1.322912231804201612e+06 6.672987659886897309e+05 2.766803239221395925e+05 9.433854905503806367e+04 2.372893357111753721e+04 4.160493533797213786e+03 5.966752958059100820e+02 1.356018175748476438e+02 4.076721068734852338e+01
3.276243924808899255e-01 4.916899224397439510e+07 3.385995498744808137e+07 2.218110458619542792e+07 1.233724637889642455e+07 9.896513562405345961e+06 6.606628981295024045e+06 5.141361072116442025e+06 3.832960533427504357e+06 2.796596412134865765e+06 2.067458053252379177e+06 1.385602567466108128e+06 8.675647560167731717e+05 4.824116516539091244e+05 2.147388735962037463e+05 7.462574971419024223e+04 2.001963672430827864e+04 3.918777315903360886e+03 6.080774187925545675e+02 1.364802595808018850e+02 3.787777721752625126e+01
6.404683254803400505e-01 3.598228457355560362e+07 2.458649449630101025e+07 1.621332173531845585e+07 8.557338606973635033e+06 6.900571955055846833e+06 4.437579668566252105e+06 3.134613522309094202e+06 2.265656539995781612e+06 1.633459220224753954e+06 1.151998415141362464e+06 7.874005006380631821e+05 5.075771332638977328e+05 2.933025528120583622e+05 1.483248148619090498e+05 5.884650392776881927e+04 1.804757233335918863e+04 4.225472092862844875e+03 8.274567208773702305e+02 2.071821038807644300e+02 6.877588138034180076e+01
1.008993634401299744e+00 2.562308137414872274e+07 1.734051719245966896e+07 1.150886654606263898e+07 5.890546875773394480e+06 4.749166252194886096e+06 2.896358378370490856e+06 1.908161335592231480e+06 1.374506531730561284e+06 9.463678712710188702e+05 6.596659022263559746e+05 4.627635796385662979e+05 3.148994129460538970e+05 1.918445056607111765e+05 1.013970347470436536e+05 4.641013482108269091e+04 1.743554696263966252e+04 5.224137853770233960e+03 1.367250080074276639e+03 4.103158178439827566e+02 1.412530990469709877e+02
2.118081598093000117e+00 1.131405253007944673e+07 7.474619837427863851e+06 4.982001987632946111e+06 2.507947518614374101e+06 1.930672718105670996e+06 1.026275730200411985e+06 6.405168910304002929e+05 4.045250469348775223e+05 2.563925179823576764e+05 1.775914224697448954e+05 1.269938658413744270e+05 8.742684619284891232e+04 5.926564524930712651e+04 4.028762696145745576e+04 2.479163105742849439e+04 1.367898791876825089e+04 6.594383119737198285e+03 2.997272195257983640e+03 1.434591395216701585e+03 6.981030047844039927e+02
5.271068074403100212e+00 2.865128791758591309e+06 1.819098701010588557e+06 1.205300132317526964e+06 6.259649789956596214e+05 4.301978902839894872e+05 2.063583457887483528e+05 1.216620459747490240e+05 6.320426092688301287e+04 3.706891721343764220e+04 2.183336856813290797e+04 1.279492144622725937e+04 7.365866405305203443e+03 4.248005485867401148e+03 2.408779304683886494e+03 1.332275398764999181e+03 6.937415492297035371e+02 3.570880475281942950e+02 1.920160558469363536e+02 1.223478851484624101e+02 8.927232678197918858e+01
7.446279194137201074e+00 1.583148127256163396e+06 9.927391020029332722e+05 6.557943404967235401e+05 3.461864578502405202e+05 2.300382638714481145e+05 1.100429357299590483e+05 6.368112740068321000e+04 3.183178283069644021e+04 1.823941510265793477e+04 1.030114220822369680e+04 5.777369191496025451e+03 3.061615352455215088e+03 1.648274788753913981e+03 8.389884157416830703e+02 3.937865422446065509e+02 1.620978993893064626e+02 5.870362854511451900e+01 2.042864126626095711e+01 8.932368504949167232e+00 4.767503988213941390e+00
1.963591995231699983e+01 2.660723990347970976e+05 1.627709645444428315e+05 1.069863063156913267e+05 5.861859052259472810e+04 3.676844053254811297e+04 1.804580519371004266e+04 1.008029142565768780e+04 4.896358675263843907e+03 2.692226670171304249e+03 1.469234247469668389e+03 7.868227897780689091e+02 3.887254600881653346e+02 1.990174140877755349e+02 9.399783922287124938e+01 4.056889797239541195e+01 1.456012848646656721e+01 3.772919809763039201e+00 7.057970780271339839e-01 1.487265089615813218e-01 3.915760366671105358e-02
6.690426470267999548e+01 2.501598039668360434e+04 1.500026914903339275e+04 9.859035167633728634e+03 5.530661554384485498e+03 3.363851786317858569e+03 1.698721687844908729e+03 9.330120030632172075e+02 4.575679106260270714e+02 2.463929262002935445e+02 1.356695032810191321e+02 7.187353634915385214e+01 3.595680171674760572e+01 1.867879021655253524e+01 9.234939919106089690e+00 4.505033231582387110e+00 2.072323726879452543e+00 8.482811867630704050e-01 2.836147623804469164e-01 9.427583019935639741e-02 3.355629575191895753e-02
1.000000000000000000e+02 1.143767997252176610e+04 6.807677075992465689e+03 4.481802490868480163e+03 2.523571343403908031e+03 1.526030659450970688e+03 7.749124412215567190e+02 4.247357811881053067e+02 2.087818065353635575e+02 1.121547441869209649e+02 6.191019830860644646e+01 3.274160208012447271e+01 1.645442188805223083e+01 8.584294228008113592e+00 4.299572666850480118e+00 2.165064714221761388e+00 1.069058686629404731e+00 5.051789626309790560e-01 2.134182350664226013e-01 9.308225742502687639e-02 4.456538832768034558e-02
